UserId,FirstName,LastName,RewardsTotal,AccountNumber,AccountLimit
3,Ráo,Meece,2926.81,327,4284.25
8,Eloïse,O'Kelly,4035.7,126,7975.82
5,Bénédicte,Bowbrick,8873.99,670,7440.5
9,Audréanne,Routledge,5088.11,183,4864.24
9,Mélanie,Bracken,3208.57,536,2989.2
5,Maïlis,Hackinge,9870.08,770,8143.73
4,Annotée,Cisco,8704.18,618,7245.81
5,Méryl,Sarjeant,8239.75,445,4583.74
5,Pénélope,O'Bradain,737.92,60,1676.2
8,Léonie,Slatter,368.51,713,9766.27
2,Noëlla,Hacquel,2514.77,710,3887.27
7,Stéphanie,Calow,955.0,582,6753.18
9,Félicie,Chazotte,496.85,155,4326.95
6,Sòng,Scorer,9250.48,676,8438.2
3,Tú,McGinnis,4087.38,308,4747.33
7,Mahélie,McLenahan,559.52,206,3753.23
9,Laurène,Dullingham,6836.7,910,1674.86
9,Maïly,Venart,1643.48,807,4296.41
8,Nélie,Gellett,2722.65,622,3490.39
4,Méthode,Cornwall,5143.93,659,9121.43
4,Néhémie,Bern,3015.07,811,5014.17
6,Annotée,Aingel,6721.64,398,1743.02
1,Clémentine,Sandbrook,9277.65,478,9191.77
6,Maëly,Whittock,2985.33,238,9752.73
9,Anaïs,Vale,8963.96,154,9704.76
3,Stéphanie,Reams,8002.13,36,5800.06
6,Eugénie,Quade,8741.81,177,6565.91
6,Uò,Nettleship,812.1,918,8076.2
7,Östen,Josipovitz,8957.99,845,2414.48
10,Bérénice,McBride,8765.14,348,2257.06
5,Lyséa,Fontaine,9569.86,887,1425.4
6,Eloïse,Simioni,9599.75,124,7302.24
1,Léa,Luton,1090.54,814,3824.88
5,Océanne,Dudderidge,8467.07,524,6014.66
6,Adélaïde,Hamill,2043.91,108,4655.42
5,Åsa,Gawthrop,607.64,151,9172.27
3,Jú,Janek,8175.85,950,7950.95
3,Sélène,Mitcham,8548.16,937,1402.26
4,Björn,Toomey,9018.63,592,1917.31
2,Maëlys,Craiker,1021.45,721,1909.33
7,Angélique,Arro,3595.17,559,8436.99
6,Léonie,Elkins,6974.08,672,5066.95
8,Håkan,Shillom,6253.84,953,2179.63
6,Esbjörn,Targe,1680.66,63,2983.99
2,Amélie,Onians,4991.48,735,7251.83
5,Bécassine,Lukesch,6655.56,517,7325.31
7,Séverine,Lightbowne,8805.48,781,9770.55
8,Méline,Beverage,571.1,204,8265.72
6,Lorène,Shavel,9429.48,655,7117.77
1,Loïca,Widdowes,4736.84,762,3092.76
3,Håkan,Brocking,6323.66,423,6839.0
7,Laurélie,Izzett,6295.17,80,7533.06
5,Ruò,Cordeau],7446.22,369,9093.25
3,Dafnée,Trussell,8791.79,85,2750.25
9,Audréanne,Lewknor,849.43,729,827.12
5,Magdalène,Laurenson,9776.22,592,7336.73
2,Stéphanie,Maplesden,7587.51,855,4000.71
8,Eliès,Syvret,4479.02,980,7393.42
3,Cléopatre,Khrishtafovich,226.12,442,1785.14
9,Judicaël,Whellams,6472.48,1000,2199.95
8,Gaïa,Bertolaccini,3781.8,37,2044.32
7,Lóng,Coupman,4460.66,68,2341.43
7,Léana,McDougald,6628.39,759,8272.01
9,Loïs,Harbard,3470.3,264,8581.35
1,Fèi,Stroobant,5154.06,791,4652.74
4,Annotée,Werrit,8042.0,781,964.91
5,Almérinda,Bellino,3883.69,755,5256.29
7,Styrbjörn,Cheng,6416.48,464,4160.56
7,Bérengère,Pavel,3707.39,543,3258.68
1,Maéna,Lourenco,7370.91,345,7652.03
4,Dù,St Louis,6974.33,235,8240.12
2,Dorothée,Delagnes,1911.97,78,5210.1
7,Stéphanie,Raitie,3988.86,825,3420.25
8,Thérèsa,Archell,7668.95,893,9049.66
4,Ruò,Eisak,5689.78,900,2321.58
9,Torbjörn,Bernadzki,7881.45,9,7276.6
9,Mélinda,Akenhead,2979.99,952,5222.41
8,Naëlle,Emslie,9115.61,865,6399.33
3,Chloé,Mallya,6881.62,713,2010.56
2,Judicaël,Jorn,195.66,443,468.5
6,Görel,Cuddon,4021.97,625,3845.11
7,Réjane,Ledington,9548.09,144,3115.19
10,Marie-françoise,Endersby,3695.13,936,4004.81
1,Athéna,Nevett,5273.24,46,783.8
9,Eliès,Mussington,2863.9,896,5085.37
7,Yáo,Zecchinelli,4620.95,484,7228.39
9,Nélie,Sewill,5542.87,648,912.32
8,Judicaël,Wabey,4269.43,772,6747.46
2,Aí,Meeny,3488.51,590,5395.32
3,Naëlle,Tawn,1151.62,541,517.07
2,Audréanne,Grigoryov,7154.91,783,8558.26
10,Yóu,Jeandillou,8366.08,839,9516.18
7,Uò,Grinyakin,1380.89,130,2477.65
5,Gaïa,Montez,103.75,637,8870.1
8,Hélène,Lernihan,1797.83,821,5153.42
8,Björn,Newcombe,3818.54,647,5274.36
1,Aimée,Eagleston,2488.14,801,2709.44
8,Médiamass,Churchin,1079.69,813,9501.02
4,Andréa,Towne,7133.18,288,5117.37
7,Cinéma,Featherstone,9011.05,21,5412.58
6,Solène,Rabidge,9517.42,937,9459.6
7,Mà,Barbery,7308.11,432,813.32
1,Méthode,Gurton,8545.57,105,4977.94
1,Inès,Bantham,9480.19,995,8650.62
5,Zhì,Shapland,9748.55,556,6797.48
3,Cécilia,Ullett,3207.91,454,1746.63
4,Faîtes,Cocksedge,7622.38,618,9526.74
3,Görel,Hodjetts,281.67,591,9772.73
5,Loïs,Folbigg,233.79,120,1642.18
3,Cécile,O'Mahoney,6654.42,255,592.04
7,Geneviève,Manssuer,980.12,262,1829.93
2,Eléonore,Cheltnam,685.67,776,6936.44
7,Gwenaëlle,Yeudall,9988.87,736,5625.34
7,Solène,Stockill,6191.15,192,7534.47
9,Maëly,Febvre,537.48,34,9056.65
7,Maëlys,Rentoll,8842.21,732,7207.85
9,Mélys,Curnnok,6330.19,574,5210.84
3,Méline,Mountstephen,3814.23,213,4088.01
5,Andrée,Doerren,6851.23,142,3100.14
10,Naéva,Townby,6212.64,598,4252.43
2,Märta,Burrell,57.32,384,8029.04
5,Gaïa,Bifield,1629.91,244,6964.74
6,Audréanne,Stokoe,5632.83,57,5306.45
10,Danièle,Lampke,3987.95,833,2899.3
10,Pål,Stannering,9395.06,902,6825.1
1,Maï,Ketcher,6673.7,472,2621.58
5,Françoise,Gonoude,9576.73,556,7770.9
1,Méghane,Renahan,3978.63,799,5540.97
8,Desirée,Faiers,2805.79,599,5858.14
7,Esbjörn,Gawler,5501.69,303,1624.73
5,Yóu,Chater,4140.17,829,8426.13
4,Lucrèce,Hallward,1806.59,263,5651.64
6,Maïly,Lages,9701.57,708,4818.86
4,Måns,Pimer,1094.34,278,8781.54
2,Gérald,Jefferd,5793.22,461,9363.76
9,Börje,Mettetal,8859.32,980,4873.76
3,Gaïa,Mereweather,9578.61,141,4577.47
9,Anaé,Hammerberger,7103.33,880,7735.47
5,Magdalène,Tulip,8093.38,582,4948.81
10,Maïly,Rustman,5292.79,794,9358.46
9,Adélaïde,Stubbert,5065.01,335,1945.64
8,Zhì,Ravilious,2513.88,214,1531.01
4,Séréna,Pavic,8814.77,392,7067.24
5,Andréanne,Cowles,3755.46,640,1727.05
8,Sélène,Woolager,3000.42,785,8023.12
9,Måns,Cordeix,7457.87,439,7945.54
5,Léonore,Powe,6257.6,801,3247.95
7,Gaétane,Johnston,7794.42,96,9545.54
10,Simplifiés,Davern,1487.84,159,3130.05
2,Hélèna,Lufkin,5512.43,758,2226.39
2,Uò,Presshaugh,3597.78,995,5303.42
5,Andrée,Ledwitch,7943.9,653,6911.21
1,Léane,Wallbridge,7643.89,697,443.13
1,Adèle,Stowte,8388.13,978,9292.65
2,Réservés,Occleshaw,2633.53,550,1834.75
7,Åsa,Caveau,3093.03,262,155.03
7,Illustrée,Cooper,8197.06,950,843.03
2,Mén,Hinchshaw,8751.45,618,1293.12
1,Salomé,Gillions,4977.25,183,1469.53
9,Régine,Scane,7643.33,824,514.65
2,Nuó,Romanet,7150.66,255,9484.94
8,Gaétane,Lucius,5707.91,194,9213.75
2,Adélaïde,De Vaux,429.63,1,3316.33
7,Andréa,Rice,8009.51,775,998.39
2,Görel,Andrejs,7724.93,934,4859.05
7,Maéna,Sexcey,4765.46,328,1579.26
3,Tán,Maunder,803.74,232,9288.27
10,Lyséa,Carbine,3778.74,306,6446.41
7,Léana,Molineux,872.35,697,3256.89
7,Réjane,Dyster,1407.96,618,7615.88
2,Angèle,Kilalea,4851.99,923,8843.41
2,Réservés,Preskett,4065.0,29,4150.72
6,Geneviève,Guare,2510.05,40,6374.73
4,Intéressant,Oglethorpe,4738.99,254,3652.82
3,Gaétane,Starking,5968.46,436,6878.46
3,Maëlann,Blencoe,6477.32,764,2236.82
7,Liè,Peplaw,4609.61,321,4864.98
9,Célestine,Irwin,8727.39,694,6883.69
5,Cécilia,Batchelar,2848.05,623,5237.89
4,Léonie,Castagneri,7254.6,990,3525.65
1,Judicaël,Verring,6750.08,933,8769.8
4,Aloïs,Parramore,1968.4,535,5765.33
3,Marlène,Egre,9216.68,616,6437.1
9,Simplifiés,Culligan,1018.11,6,138.22
7,Eléonore,Mcettrick,8049.43,828,4450.88
1,Célestine,Le Huquet,2385.65,536,5644.09
5,Annotés,Flintoff,1267.71,417,2964.87
7,Véronique,Roblou,380.28,487,7136.93
5,Lorène,Keepence,3192.27,126,2148.53
5,Jú,Howles,1670.15,454,1635.33
3,Marie-noël,Shawcross,6797.98,968,4632.74
5,Pénélope,Berkery,6161.88,785,2890.53
8,Clémence,Dovinson,600.38,758,8822.64
3,Réservés,Mattschas,9400.73,753,1847.62
10,Maïté,Salmoni,4046.45,833,7501.61
10,Erwéi,Sturge,3405.2,664,1689.94
4,Aurélie,Stollenbeck,1140.27,503,186.85
7,Maïlis,Chaman,455.66,366,9517.03
3,Intéressant,Liddall,1618.69,374,1173.96
10,Méline,Paoletto,4552.79,791,8268.45
5,Yú,Woodson,8774.9,314,4341.33
7,André,Everist,7687.54,912,9466.01
1,Maëlann,Mathews,6853.07,406,1897.76
2,Gösta,Askaw,6888.9,489,9279.1
2,Hélèna,Paridge,1156.79,433,3788.54
3,Maïlys,Gulleford,7302.79,138,3603.25
3,Océanne,Burdell,7088.68,157,3372.98
6,Eloïse,Twine,1004.91,21,8776.31
10,Bérangère,Battey,1562.41,873,4130.38
2,Aloïs,Sanger,1616.06,939,5332.38
6,Bécassine,Primett,2895.62,914,5023.81
7,Tú,Tanzig,7483.53,553,2962.31
2,Béatrice,Mingard,6737.54,418,8423.37
9,Marie-noël,McCutcheon,2258.39,303,4345.32
4,Kévina,Pessold,165.53,21,7965.9
2,Fèi,Dowderswell,6998.61,742,2861.06
3,Mélina,Stangroom,4281.84,702,6812.1
4,Torbjörn,Killingbeck,5811.71,136,824.67
7,Léonie,Nazareth,4481.48,702,4144.8
1,Marie-thérèse,Mudle,2696.45,320,6309.76
5,Ruò,Natwick,3731.84,584,4087.74
4,Estève,Jervoise,2778.65,813,7813.51
2,Vénus,Shenfish,3888.27,427,614.2
8,Josée,Alchin,9466.47,261,384.45
1,Françoise,Galia,8633.64,745,4533.2
10,Anaël,Yerill,2431.57,767,390.58
9,Eliès,Wittering,99.0,343,3544.1
2,Loïca,Butteris,7447.77,930,7965.82
3,Marie-josée,Vany,3185.84,163,5275.65
5,Cécilia,Baine,5052.85,768,1521.31
4,Vénus,Izachik,8432.08,83,1722.68
7,Maéna,Tather,6710.92,656,3427.2
1,Kévina,Sollis,7064.85,851,8097.85
9,Camélia,Armin,2483.37,13,1413.11
6,Åke,Roycraft,7207.55,640,4625.99
7,Béatrice,Scarfe,3902.6,288,2867.83
5,Simplifiés,Duberry,1888.93,792,71.68
8,Estée,Veasey,2419.45,11,1581.24
6,Marie-hélène,Sproule,5888.78,837,8233.41
4,Rachèle,Emanueli,4510.93,366,8278.3
10,Gaétane,Temprell,8337.02,903,1677.86
8,Loïca,Deares,3372.42,340,3076.92
6,Lài,Ottey,8322.15,354,6717.78
4,Aimée,Guerriero,8465.96,39,5076.03
8,Cinéma,Camps,4517.48,495,2474.82
7,Crééz,Reolfi,1177.11,812,1436.61
2,Estève,Tombleson,2640.14,703,1856.95
9,Ruò,Brixey,9256.0,9,7240.37
5,Mélissandre,Puttnam,8500.58,826,4132.83
5,Eliès,McMichael,3599.55,92,1467.84
8,Dù,Luke,1223.32,71,7715.68
5,Erwéi,Kingsley,8135.98,234,4202.07
9,Cloé,Lummus,3938.06,229,9351.91
5,Sòng,Reichelt,7641.56,318,1969.29
5,Josée,Hambrook,7888.57,539,2194.01
9,Dà,Jakab,4074.76,408,5004.75
8,Léonore,Lorne,6671.93,680,9282.41
1,Styrbjörn,Gammidge,5164.57,164,9536.59
7,Océanne,Crawforth,4877.58,1000,4800.92
5,Félicie,Barensen,743.16,219,7138.28
4,Eléonore,Wadley,4619.59,901,6233.24
6,Françoise,Radwell,2623.14,755,9358.11
10,Andrée,Gynni,3992.27,557,3236.09
5,Åslög,Shord,8824.47,96,6142.24
5,Aí,Syme,978.38,96,2320.99
1,Anaïs,Trayford,4071.51,339,986.65
4,Lorène,Jeffery,8230.25,1000,7384.36
9,Clémence,Gobourn,8759.69,400,3225.43
6,Ráo,Sate,5091.87,242,5885.01
4,Océane,Conquest,8716.1,904,6350.6
4,Laurène,Cordelet,6725.12,32,3785.66
10,Régine,Clemett,5962.2,802,253.78
1,Noémie,Brecknock,3000.21,835,394.12
4,Mahélie,Oles,371.73,392,9921.1
2,Ophélie,Meharg,4845.77,434,9150.63
3,Nuó,Grummitt,237.02,867,8416.2
5,Zhì,Heigho,8853.78,803,3680.41
5,Marlène,Morde,595.6,963,2536.68
8,Stéphanie,Vigours,5587.31,434,4389.62
10,Wá,Odgers,2499.09,7,4591.62
8,Estée,Ganford,9827.88,722,8148.22
7,Judicaël,Caltera,7854.44,777,8184.33
3,Lén,Corbie,8554.32,10,6322.65
8,Annotés,Burnsell,3873.71,430,9263.72
9,Ruì,Linch,999.45,250,2961.29
2,Célestine,Bruyns,1054.46,286,4141.17
6,Clélia,Bourthouloume,6854.3,691,6178.12
8,Pò,Friman,2362.65,903,2316.72
1,Mahélie,Roake,8530.17,567,2529.77
4,Eliès,Schonfeld,7616.5,869,2379.11
7,Hélèna,Korpolak,4896.8,611,8588.03
8,Yè,Kennon,9556.41,756,6771.69
2,Uò,Petheridge,459.2,321,2410.23
9,Léandre,Polycote,5533.71,700,3635.98
10,Fèi,Wannell,2742.05,810,3159.77
8,Chloé,Foottit,4763.12,313,9440.55
1,Annotés,Conechie,905.02,22,2600.42
5,Lucrèce,Fuster,5003.1,657,7342.19
6,Cléa,Fairney,9245.55,396,2430.34
3,Zoé,Wyldbore,5634.78,728,3754.79
8,Crééz,Thomann,482.43,228,6638.87
8,Mélina,Presdee,2700.54,737,1975.5
2,Amélie,Wallis,5954.73,659,9602.34
6,Cécile,Boshers,6023.43,143,9792.35
8,Andrée,Darrigrand,3583.3,696,7415.57
5,Eliès,Scurlock,2590.2,356,1235.3
2,Athéna,Grundell,59.49,175,9351.45
6,Desirée,Holsey,8048.85,441,4803.14
6,Gérald,Gauson,6542.39,807,2466.26
4,Dorothée,McCarty,7164.98,60,6692.11
8,Gisèle,Sorrell,12.77,338,7861.1
9,Bécassine,Shere,999.94,683,5030.21
4,Marie-thérèse,Lampett,6318.81,898,8681.29
3,Anaïs,Cornbill,9253.47,218,6676.4
10,Valérie,Oller,9800.42,224,493.58
2,Styrbjörn,McAneny,8403.79,232,3287.79
3,Maï,Heam,4909.86,850,1584.8
4,Garçon,Woollam,5639.31,749,2267.81
9,Andrée,Johananov,5415.27,968,7937.59
7,Maïlis,Lieber,6452.23,515,3945.15
9,Léonie,Just,5951.91,269,4381.89
6,Réjane,Crowe,635.3,592,6813.06
1,Méryl,Hagley,4813.02,814,9948.81
2,Daphnée,Aulton,4082.39,505,5038.6
5,Athéna,Cowup,1995.91,484,3908.43
4,Cléa,Potes,7908.23,867,7412.09
10,Méthode,Lightning,2397.67,158,774.31
2,Sòng,Mendoza,860.09,757,8198.39
3,Océanne,Bonfield,6198.09,951,6863.04
5,Naéva,Mouton,6803.84,864,5285.06
2,Stévina,Spini,3042.82,359,4633.81
1,Yú,Sinott,8407.42,472,6794.59
2,Mélanie,Stronge,1646.73,828,7587.89
5,Aloïs,Prendiville,6148.76,929,2178.37
9,Réservés,Elletson,5297.09,43,2056.07
3,Göran,Carden,8120.95,47,6054.81
3,Táng,Olerenshaw,2839.97,778,3888.24
10,Dù,Lawday,9670.38,752,6180.6
8,Danièle,Penni,4330.4,906,1673.42
6,Desirée,Cross,8092.47,353,9910.06
2,Estève,Pitone,6011.52,683,7797.0
4,Lucrèce,Saur,142.75,208,7546.23
2,Céline,Curee,1749.19,850,7015.88
9,Séréna,Erwin,6047.25,562,97.01
8,Méthode,Gathercoal,8167.52,556,4953.51
7,Thérèse,McMeanma,8513.33,763,1490.51
4,Adélaïde,Alu,8769.38,71,5619.42
3,Maëlys,Kubes,547.46,332,6278.99
1,Laurélie,O Mullen,5093.02,689,9106.35
3,Maëline,Sleet,8313.1,822,3990.15
3,Dù,Jacques,1693.95,624,7103.7
5,Célia,Genike,5088.68,350,8260.14
8,Séverine,Copozio,2161.86,132,9802.42
1,Wá,Mycock,3370.4,387,4550.28
1,Miléna,O'Fihillie,4330.44,482,694.85
3,Marie-noël,Hlavac,808.72,508,5933.49
3,Méline,Riddich,384.99,262,8784.56
8,Stévina,Demangeon,9030.67,675,7886.15
9,Stéphanie,Hadland,6424.74,786,1563.81
3,Thérèse,English,5329.02,144,2009.32
2,Lyséa,Fortune,8988.36,878,950.85
9,Magdalène,Barnett,6146.48,737,7770.03
1,Aurélie,Martindale,848.57,264,7837.3
5,Estève,Entwistle,7892.26,583,5686.08
10,Zhì,Witcomb,7577.48,204,4688.73
1,Maïwenn,Guilliatt,3298.2,427,9163.21
7,Daphnée,Franzewitch,8598.13,462,1875.02
9,Adélaïde,Steger,5748.19,520,9388.57
7,Thérèse,McGilroy,6403.59,592,5163.09
6,Amélie,Frankiewicz,1401.87,697,7292.31
